"","hgnc_symbol","logFC","PValue","FDR"
"ENSG00000175868","Calcb",-1.39544371938969,9.32357471559534e-07,0.0369828914668805
"ENSG00000127129","Edn2",-0.61727042053478,0.027851560244461,1
"ENSG00000041982.1","Tnc",-0.591845371183493,0.0846470192538335,1
"ENSG00000118194","Tnnt2",-0.559919897835533,0.100644651815766,1
"ENSG00000157551","Kcnj15",-0.550875835690608,0.10113746623915,1
"ENSG00000148346","Lcn2",-0.511153137330308,0.0443741253909629,1
"ENSG00000124882","Ereg",-0.484337037062562,0.155657827621246,1
"ENSG00000178031","Adamtsl1",-0.464886137599017,0.118001496113039,1
"ENSG00000168487","Bmp1",-0.442376411123678,0.137100378858816,1
"ENSG00000169245","Cxcl10",-0.436341820280839,0.144784011707637,1
"ENSG00000118194.2","Tnnt2",-0.435572156643918,0.206738198054859,1
"ENSG00000148677.1","Ankrd1",-0.432228558458301,0.248047137073698,1
"unknown.4464","5730559C18Rik",-0.429495611450229,0.123428883750614,1
"ENSG00000134917","Adamts8",-0.424954134868705,0.241646074579808,1
"unknown.1209","Apol9a",-0.420921397121305,0.170243905586418,1
"ENSG00000038427","Vcan",-0.412840926601514,0.118242031067062,1
"ENSG00000163661","Ptx3",-0.411942625355441,0.118242031067062,1
"ENSG00000189001","Sbsn",-0.405855290088823,0.159763377218946,1
"ENSG00000168546","Gfra2",-0.403734709758932,0.171566464193796,1
"ENSG00000163520","Fbln2",-0.400153806558337,0.188848422482562,1
