"","hgnc_symbol","logFC","PValue","FDR"
"unknown.1752","Defa15",-0.742286815198793,0.0307870052663785,1
"unknown.402","Ccl12",-0.717248483612482,0.021383616059449,1
"ENSG00000155926.3","Sla",-0.681468143452235,0.0421660794601167,1
"ENSG00000148346","Lcn2",-0.679565262193465,0.0112762038394134,1
"unknown.6991","2610001J05Rik",-0.674699440864046,0.0280174659133554,1
"ENSG00000127954.1","Steap4",-0.671981418981276,0.0334173363419844,1
"ENSG00000108010.2","Glrx3",-0.669324977641684,0.0566652007462527,1
"ENSG00000005194.2","Ciapin1",-0.642872047332121,0.0445982754881948,1
"ENSG00000158710","Tagln2",-0.575098045692567,0.0959245560273669,1
"unknown.1473","Smr2",-0.539767234817579,0.153913917125421,1
"ENSG00000143751.2","Sde2",-0.532120677389874,0.142072428175412,1
"ENSG00000111846.3","Gcnt2",-0.518108572037653,0.192527489339944,1
"ENSG00000166411.3","Idh3a",-0.509830589691394,0.105226525139329,1
"ENSG00000067141.4","Neo1",-0.508456639016506,0.100174595873008,1
"ENSG00000101266.1","Csnk2a1",-0.507861341476537,0.0756202884824621,1
"unknown.9095","Ifi202b",-0.506689459514829,0.20736902526898,1
"ENSG00000162601.2","Mysm1",-0.506642802892288,0.159712880108057,1
"ENSG00000184381.1","Pla2g6",-0.504539567990626,0.12385428348159,1
"ENSG00000111859.2","Nedd9",-0.484505088404825,0.221549946942674,1
"ENSG00000124784.2","Riok1",-0.482773042989286,0.13736934504482,1
