"","hgnc_symbol","logFC","PValue","FDR"
"ENSG00000152192.1","Pou4f1",0.934453988694996,0.00115107541544383,1
"unknown.5450","Tusc5",0.908465693777464,0.000888185951719274,1
"ENSG00000091664","Slc17a6",0.875180261019305,0.000755936497320306,1
"ENSG00000104722","Nefm",0.845653731262821,0.00321707338885285,1
"unknown.2578","Mup10",0.841415313777064,0.00734361001981893,1
"unknown.1618","Gm10439",0.815963321858322,0.0106377368952813,1
"unknown.7754","Gm14590",0.813351634288927,0.00669521621625234,1
"ENSG00000151615","Pou4f2",0.75810500393267,0.0036341824169635,1
"ENSG00000177098","Scn4b",0.732963934530552,0.0154327618135206,1
"unknown.2614","2600014E21Rik",0.69491683721003,0.0334173363419844,1
"ENSG00000091664.1","Slc17a6",0.69146358182569,0.00437117030824941,1
"ENSG00000205279","Ctxn3",0.679754088043507,0.0177662796553481,1
"unknown.7253","1700091H14Rik",0.671704888209162,0.0352420267815149,1
"unknown.5738","2410141K09Rik",0.668218833589802,0.0603707712254747,1
"unknown.6374","C79246",0.666875117709248,0.022298195445945,1
"ENSG00000152128","Tmem163",0.660004738550544,0.0315487584032811,1
"ENSG00000149177","Ptprj",0.653711537983175,0.0334173363419844,1
"unknown.5082","Gm2102",0.640790554200997,0.0352009156752484,1
"unknown.5852","Gm10482",0.637767907336728,0.0422113202992949,1
"unknown.7889","Car3",0.631087863983212,0.0557791812627685,1
